ein,name,mission,city,state
317,TOURO UNIVERSITY,TO PROVIDE AN INDEPENDENT INSTITUTION OF HIGHER AND PROFESSIONAL EDUCATION.,NEW YORK,NY
318,PACT INC,SEE SCHEDULE O,WASHINGTON,DC
319,BRONXCARE DR MARTIN LUTHER KING JR,TO PROVIDE A BROAD RANGE OF HEALTH SERVICES TO A POPULATION THAT IS LARGELY ECONOMICALLY DEPRIVED.,BRONX,NY
320,COVENANT HOUSE,SEE SCHEDULE O,NEW YORK,NY
321,AIPSO,AIPSO's mission is to provide high quality services for the insurance residual market at the lowest possible cost.,JOHNSTON,RI
322,Bowery Residents' Committee Inc,HELPING PEOPLE RECLAIM LIVES LOST: WE RESTORE HOPE AND DIGNITY BY OFFERING OPPORTUNITIES FOR HEALTH AND SELF-SUFFICIENCY.,New York,NY
323,CHARLES B WANG COMMUNITY HEALTH CENTER,"PROVIDE HIGH QUALITY AND AFFORDABLE HEALTH CARE TO THE UNDERSERVED, WITH A FOCUS ON ASIAN AMERICANS.",NEW YORK,NY
324,DALTON SCHOOLS INC,"TO PROVIDE AN EXCELLENT EDUCATION THAT MEETS EACH STUDENT'S INTERESTS, ABILITIES AND NEEDS.",NEW YORK,NY
325,THE COMMUNITY PRESERVATION CORPORATION,"TO COMBAT COMMUNITY DETERIORATION, PROMOTE THE GENERAL WELFARE, AND LESSEN THE BURDENS OF GOVERNMENT BY PROVIDING FINANCING FOR LOW & MODERATE INCOME HOUSING.",NEW YORK,NY
326,OPEN DOOR FAMILY MEDICAL CENTER INC,"OPEN DOOR FAMILY MEDICAL CENTER PROVIDES QUALITY PRIMARY HEALTH CARE AND HUMAN SERVICES AT AFFORDABLE PRICES TO THE COMMUNITY, PARTICULARLY LOW-INCOME, UNDER-SERVED RESIDENTS AND THOSE LACKING ACCESS TO HEALTH CARE.",OSSINING,NY
327,SUN RIVER HEALTH INC,"TO INCREASE ACCESS TO PRIMARY AND PREVENTIVE HEALTH CARE AND TO IMPROVE THE HEALTH STATUS OF OUR COMMUNITY, ESPECIALLY FOR THE UNDERSERVED AND VULNERABLE.",PEEKSKILL,NY
328,NEW YORK STATE INDUSTRIES,TURNING BUSINESS OPPORTUNITIES INTO JOBS FOR NEW YORK STATE RESIDENTS WITH DISABILITIES.,ALBANY,NY
329,IUOE LOCAL 30 BENEFITS FUND,"TO PROVIDE MEDICAL BENEFITS, SECOND OPINIONS, DENTAL,HYPERTENSION, ANNUAL PHYSICALS, OPTICAL BENEFITS, PRESCRIPTION DRUGS, ACCIDENTAL DEATH & DISMEMBERMENT, HOSPITAL & SURGICAL BENEFITS TO ELIGIBLE PARTICIPANTS AND THEIR DEPENDENTS.",WHITESTONE,NY
330,HUMAN RIGHTS WATCH INC,"HUMAN RIGHTS WATCH, INC. IS DEDICATED TO PROTECTING THE HUMAN RIGHTS OF PEOPLE AROUND THE WORLD.",NEW YORK,NY
331,WILLIAM F RYAN COMMUNITY HEALTH,"RYAN HEALTH OPERATES FREESTANDING DIAGNOSTIC AND TREATMENT CENTERS, LICENSED UNDER ARTICLE 28 AND ARTICLE 31 OF THE NEW YORK HEALTH LAW, LOCATED IN MANHATTAN.",NEW YORK,NY
332,GRAHAM WINDHAM,"TO MAKE A LIFE-ALTERING DIFFERENCE WITH CHILDREN, YOUTH AND FAMILIES WHO ARE OVERCOMING SOME OF LIFE'S MOST DIFFICULT CHALLENGES AND OBSTACLES, BY HELPING TO BUILD A STRONG FOUNDATION FOR LIFE: A SAFE, LOVING, PERMANENT FAMILY AND THE OPPORTUNITY AND PREPARATION TO THRIVE IN SCHOOL AND IN THE WORLD.",BROOKLYN,NY
333,BUILDING SERVICE 32BJ HEALTH FUND,"To provide health, death, life insurance, accidental death & dismemberment and long-term disability benefits to its eligible participants & dependents under collective bargaining.",NEW YORK,NY
334,LIVEONNY INC,SEE SCHEDULE O DEDICATED TO THE RECOVERY OF ORGANS AND TISSUES FOR PEOPLE IN NEED OF LIFE-SAVING AND LIFE-IMPROVING TRANSPLANTS. LIVEONNY IS COMMITTED TO INCREASING AWARENESS AND FOSTERING UNDERSTANDING OF ORGAN AND TISSUE DONATION AMONG HEALTH CARE PROFESSIONALS AND THE GENERAL PUBLIC.,LONG ISLAND CITY,NY
335,USTA NATIONAL TENNIS CENTER INCORPORATED,TO PROMOTE AND DEVELOP THE GAME OF TENNIS AS A MEANS TO HEALTHFUL RECREATION AND PHYSICAL FITNESS AND TO OPERATE A YEAR-ROUND PUBLIC RECREATIONAL FACILITY.,Purchase,NY
336,SAFE HORIZON INC,"SAFE HORISON'S MISSION IS TO PROVIDE SUPPORT, PREVENT VIOLENCE, AND PROMOTE JUSTICE FOR VICTIMS OF CRIME AND ABUSE, THEIR FAMILIES AND COMMUNITIES.",NEW YORK,NY
337,NEW YORK CITY BALLET INC,"PERFORM, PROMOTE AND SUSTAIN CLASSICAL BALLET.",NEW YORK,NY
338,NEW YORK ROAD RUNNERS INC,"NYRR'S MISSION IS TO HELP & INSPIRE PEOPLE THROUGH RUNNING VIA EVENTS, PROGRAMS & RESOURCES.",NEW YORK,NY
339,THE EPISCOPAL CHURCH CLERGY AND,THE ECCEBT FUNDS WELFARE BENEFITS FOR EPISCOPAL CHURCH ACTIVE & RETIRED CLERGY/LAY EMPLOYEES.,NEW YORK,NY
340,OTIS COLLEGE OF ART AND DESIGN,"OTIS COLLEGE OF ART AND DESIGN IS A WASC ACCREDITED COLLEGE SPECIALIZING IN ART AND DESIGN EDUCATION, OFFERING BOTH GRADUATE AND UNDERGRADUATE DEGREES.",LOS ANGELES,CA
341,DISTRICT COUNCIL 37 BENEFITS FUND TRUST,COLLECTION AND DISTRIBUTION OF FUNDS TO OTHER RELATED TAX-EXEMPT HEALTH AND WELFARE BENEFIT PLANS.,NEW YORK,NY
342,NEIGHBORHOOD ASSOCIATION FOR,SEE SCHEDULE O,BRONX,NY
343,ST LUKE'S-ROOSEVELT HOSPITAL CENTER,SERVES THE HEALTH CARE NEEDS OF THE NY COMMUNITY THRU PRIMARY&TERTIARY CARE SVCS TO INPATIENTS & OUTPATIENTS WHILE ALSO PROVIDING CLINICAL EDUCATION&ENGAGING IN CLINICAL RESEARCH.,NEW YORK,NY
344,LAW SCHOOL ADMISSION COUNCIL,"LSAC WAS FORMED TO CONSTRUCT, ADMINISTER & REPORT SCORES FOR ADMISSION TO LAW SCHOOLS, CONDUCT EDUCATIONAL RESEARCH, AND PROVIDE SERVICES TO LAW SCHOOLS & EDUCATIONAL COMMUNITY.",NEWTOWN,PA
345,TERENCE CARDINAL COOKE HEALTH CARE,"ARCHCARE AT TERENCE CARDINAL COOKE IS A 609-BED FACILITY WITH SEVERAL SPECIALTY UNITS FOR PEOPLE LIVING WITH HIV/AIDS, CHILDREN WITH DEVELOPMENTAL DISABILITIES, HUNTINGTON'S DISEASE, AND THOSE NEEDING LIFE-SAVING DIALYSIS TREATMENTS. IT ALSO FEATURES THE NEW STATE-OF-THE-ART CENTRAL PARK REHABILITATION CENTER.",NEW YORK,NY
346,NEW YORK PUBLIC RADIO,"TO MAKE THE MIND MORE CURIOUS, THE HEART MORE OPEN, AND THE SPIRIT MORE JOYFUL, SEE SCHEDULE O.",NEW YORK,NY
347,IBM MEDICAL BENEFITS TRUST,"SEE PART III, LINE 1",BROOKLYN,NY
348,CENTRAL PARK CONSERVANCY INC,SEE SCHEDULE O.,NEW YORK,NY
349,OPEN SPACE INSTITUTE LAND TRUST INC,"A SUPPORTING ORGANIZATION OF THE OPEN SPACE INSTITUTE, INC. THAT PROTECTS AND CONSERVES LAND.",NEW YORK,NY
350,VOLUNTARY HOSPITALS HOUSE STAFF,"TO PROVIDE 501(C)(9) BENEFITS TO VOLUNTARY HOSPITALS HOUSE STAFF BENEFITS PLAN PARTICIPANTS. BENEFITS INCLUDE MEDICAL, DENTAL, LEGAL, SHORT AND LONG-TERM DISABILITY, LIFE INSURANCE, TRAINING, EDUCATION AND OTHERS.",LONG ISLAND CITY,NY
351,LOCAL INITIATIVES SUPPORT CORPORATION,SEE SCHEDULE O.ASSISTS COMMUNITY STAKEHOLDERS IN URBAN AND RURAL AREAS ACROSS THE U.S. TO IMPROVE THE QUALITY OF LIFE FOR HISTORICALLY UNDERSERVED PEOPLE AND PLACES.,NEW YORK,NY
352,ALZHEIMER'S DISEASE & RELATED DISORDERS,"THE ALZHEIMER'S ASSOCIATION LEADS THE WAY TO END ALZHEIMER'S AND ALL (CONTINUED IN SCHEDULE O) OTHER DEMENTIA - BY ACCELERATING GLOBAL RESEARCH, DRIVING RISK REDUCTION AND EARLY DETECTION, AND MAXIMIZING QUALITY CARE AND SUPPORT.",CHICAGO,IL
353,METRO-ILA FRINGE BENEFIT FUND,TO PROVIDE FRINGE AND WELFARE BENEFITS.,RUTHERFORD,NJ
354,The New York Community Trust,"The Trust is a grantmaking foundation dedicated to improving the lives of residents of New York City, Long Island, and Westchester.",New York,NY
355,PROFESSIONAL FOOTBALL PLAYERS' INSTRUST,"VOLUNTARY EMPLOYEES' BENEFICIARY ASSOCIATION (""VEBA"") WELFARE PLAN THAT PROVIDES LIFE INSURANCE, MAJOR MEDICAL & DENTAL COVERAGE TO ACTIVE NFL PLAYERS. IN ADDITION, THE VEBA PROVIDES ELIGIBLE RETIRED PLAYERS WITH LIFE INSURANCE, PRESCRIPTION DRUGS, ASSISTED LIVING, MEDICARE SUPPLEMENTAL INSURANCE, SPINAL TREATMENT, AS WELL AS ASSISTANCE WITH OBTAINING MEDICALLY NECESSARY SURGERY FOR JOINT REPLACEMENTS.",NEW YORK,NY
356,BREEDERS' CUP LIMITED,"TO CONDUCT THE BREEDERS' CUP WORLD CHAMPIONSHIPS AT THE HIGHEST LEVELS OF QUALITY, SAFETY AND INTEGRITY AND TO PROMOTE THE GROWTH OF THOROUGHBRED BREEDING, RACING AND SALES THROUGH PROACTIVE LEADERSHIP, INNOVATION AND SERVICE.",LEXINGTON,KY
357,COMMUNITY HEALTHCARE NETWORK,"COMMUNITY HEALTHCARE NETWORK, INC (""CHN"") OPERATES FREESTANDING DIAGNOSTIC AND TREATMENT CENTERS, DESIGNATED AS A FEDERALLY QUALIFIED HEALTH CENTER, LICENSED UNDER ARTICLE 28 OF THE NEW YORK STATE HEALTH LAW, LOCATED THOUGHOUT NEW YORK CITY. CHN PROVIDES A BROAD RANGE OF HEALTH SERVICES INCLUDING BUT NOT LIMITED TO PRIMARY AND PREVENTATIVE CARE, AND MENTAL HEALTH SERVICES TO A LARGELY MEDICALLY UNDERSERVED POPULATION.",NEW YORK,NY
358,ABRAHAM JOSHUA HESCHEL SCHOOL,"THE ABRAHAM JOSHUA HESCHEL SCHOOL IS AN INDEPENDENT JEWISH DAY SCHOOL WHICH INCLUDES STUDENTS FROM A WIDE RANGE OF JEWISH BACKGROUNDS, PRACTICES AND BELIEFS.",NEW YORK,NY
359,STELLA ORTON HOME CARE AGENCY INC,"PART I, LINE 1 TO ENHANCE QUALITY OF LIFE BY PROVIDING COMPASSIONATE HOME CARE TO ELIGIBLE INDIVIDUALS. TO PROMOTE, MAINTAIN OR RESTORE HEALTH AND SOCIAL FUNCTIONING AND MINIMIZING THE EFFECTS OF STRESS, ILLNESS AND DISABILITY.",STATEN ISLAND,NY
360,FRIENDS OF THE ISRAEL DEFENSE FORCES,"TO TRANSFORM THE LIVES OF THE YOUNG MEN AND WOMEN OF THE ISRAEL DEFENSE (CONTINUED ON SCHEDULE O) FORCES THROUGH EMPOWERING EDUCATIONAL, FINANCIAL, WELL-BEING, AND CULTURAL INTIATIVES.",NEW YORK,NY
361,IRON WORKERS LOCAL 40 & 361 TOPPING OUT,"PROVIDING SUPPLEMENTAL UNEMPLOYMENT, DEATH, DISABILITY AND UNREIMBURSED MEDICAL EXPENSE BENEFITS TO PARTICIPANTS",NEW YORK,NY
362,ROYAL CHARTER PROPERTIES EAST INC,"TO ACQUIRE AND HOLD DIRECT AND INDIRECT INTEREST IN REAL ESTATE AND TO COLLECT INCOME TO BE APPLIED EXCLUSIVELY TO CHARITABLE, EDUCATIONAL AND SCIENTIFIC PURPOSES.",NEW YORK,NY
363,NEW YORK-PRESBYTERIAN FUND INC,"TO RECEIVE, SOLICIT & ADMINISTER FUNDS TO BE APPLIED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL & SCIENTIFIC PURPOSES, PRIMARILY FOR BENEFIT OF HEALTH CARE RELATED CHARITABLE ORGANIZATIONS.",NEW YORK,NY
364,Women in Need Inc,"TO PROVIDE SAFE HOUSING, Critical SERVICES, AND GROUND-BREAKING PROGRAMS TO HELP HOMELESS women and THEIR CHILDREN REBUILD THEIR LIVES.",New York,NY
365,CITY HARVEST INC,"TO END HUNGER IN COMMUNITIES THROUGHOUT NEW YORK CITY. (SEE SCHEDULE O)TO END HUNGER IN COMMUNITIES THROUGHOUT NEW YORK CITY. WE DO THIS THROUGH FOOD RESCUE AND DISTRIBUTION, EDUCATION, AND OTHER PRACTICAL, INNOVATIVE SOLUTIONS.",BROOKLYN,NY
366,FOOD BANK FOR NEW YORK CITY,"THE MISSION OF FOOD BANK FOR NEW YORK CITY IS TO END HUNGER BY ORGANIZING FOOD, INFORMATION AND SUPPORT FOR COMMUNITY SURVIVAL AND DIGNITY.",NEW YORK,NY
367,The Rogosin Institute Inc,TO PROVIDE THE HIGHEST QUALITY COMPREHENSIVE CARE FOR PEOPLE WITH KIDNEY DISEASE USING A MULTIFACETED INTEGRATIVE APPROACH THAT EMPHASIZES INNOVATIVE TREATMENT OPTIONS AND EDUCATION.,New York,NY
368,NEO PHILANTHROPY INC,SEE SCHEDULE O,NEW YORK,NY
369,CHINESE-AMERICAN PLANNING COUNCIL HOME,"THE MISSION OF THE AGENCY IS TO PROVIDE HOME CARE SERVICES TO CLIENT/ PATIENTS WHO ARE MEDICALLY DISABLE, AGED AND/OR PHYSICALLY HANDICAPPED WHO MIGHT OTHERWISE REQUIRE INSTITUTIONALIZATION.",NEW YORK,NY
370,NATIONAL ORGANIZATION FOR RARE,"NORD STRIVES TO IMPROVE THE HEALTH AND WELL-BEING OF PEOPLE WITH RARE DISEASES BY DRIVING ADVANCES IN CARE, RESEARCH, AND POLICY.",QUINCY,MA
371,VOCATIONAL INSTRUCTION PROJECT COMMUNITY,"VIP COMMUNITY SERVICES IS DEDICATED TO CHANGING LIVES AND TRANSFORMING OUR COMMUNITY. VIP OFFERS A CONTINUUM OF SERVICES TO INDIVIDUALS WITH HISTORIES OF CHEMICAL DEPENDENCY. OUR CLIENT-CENTERED APPROACH EMPOWERS PEOPLE TO TAKE CHARGE OF THEIR LIVES AND DISCOVER THEIR PERSONAL PATHS TO SELF-SUFFICIENCY. FOUNDED IN 1974, (INCORPORATED 1983) VIP WAS CREATED BY RESIDENTS AND COMMUNITY LEADERS JOINING TOGETHER TO ADDRESS THE NEIGHBORHOODS MOST PRESSING PROBLEMS; SAFETY, FAMILY DISINTEGRATION, DRUG ABUSE, UNEMPLOYMENT, AND HOUSING ABANDONMENT. VIP CONTINUES TO HELP OVER 10,000 PEOPLE EACH YEAR WHO SEEK RECOVERY AND WELLNESS.",BRONX,NY
372,HSS Properties Corporation,"ACQUIRE, HOLD AND OPERATE CERTAIN REAL ESTATE TO BE USED BY ITS TAX-EXEMPT AFFILIATED ENTITY, THE HOSPITAL FOR SPECIAL SURGERY.",NEW YORK,NY
373,BRONXWORKS INC,"BRONXWORKS, INC. IS A BRONX-BASED NONPROFIT ORGANIZATION WHICH HELPS INDIVIDUALS AND FAMILIES IMPROVE THEIR ECONOMIC AND SOCIAL WELL-BEING. FROM TODDLERS TO SENIORS, BRONXWORKS FEEDS, SHELTERS, TEACHES, AND SUPPORTS ITS NEIGHBORS TO BUILD STRONGER COMMUNITY.",BRONX,NY
374,AMYOTROPHIC LATERAL SCLEROSIS ASSN,"LEADING THE FIGHT TO CURE AND TREAT ALS THROUGH RESEARCH, ADVOCACY AND CARE SERVICES.",ARLINGTON,VA
375,THE INSTITUTE FOR FAMILY HEALTH,"TO PROVIDE MEDICAL, DENTAL AND PSYCHOSOCIAL SERVICES THROUGH THE DEVELOPMENT AND OPERATION OF FAMILY PRACTICE HEALTH CENTERS LOCATED IN MANHATTAN, BRONX, DUTCHESS AND ULSTER COUNTY. IN ADDITION, THE ORGANIZATION RUNS THREE FAMILY PRACTICE RESIDENCY PROGRAMS.",NEW YORK,NY
376,MHHC FOUNDATION INC,"THE FOUNDATION IS A CHARITABLE ORGANIZATION DEDICATED TO SUPPORTING THE MISSION OF THE MORRIS HEIGHTS HEALTH CENTER AND FUNDING INITIATIVES DESIGNED TO FOSTER GOOD HEALTH, SOCIAL EQUALITY, AND EDUCATIONAL OPPORTUNITY.",BRONX,NY
377,The New School,"THE NEW SCHOOL'S MISSION IS TO PREPARE OUR STUDENTS TO UNDERSTAND, CONTRIBUTE TO, AND SUCCEED IN A RAPIDLY CHANGING SOCIETY, AND THUS MAKE THE WORLD A BETTER AND MORE JUST PLACE.",New York,NY
378,INT'L SWAPS & DERIVATIVES ASSOCIATION INC,ISDA FOSTERS SAFE AND EFFICIENT DERIVATIVES MARKETS TO FACILITATE EFFECTIVE RISK MANAGEMENT FOR ALL USERS OF DERIVATIVE PRODUCTS.,NEW YORK,NY
379,DELIVERING GOOD INC,"TO UNITE RETAILERS, MANUFACTURERS, FOUNDATIONS, AND INDIVIDUALS TO PROVIDE PEOPLE IMPACTED BY POVERTY AND TRAGEDY WITH NEW MERCHANDISE. THE ORGANIZATION WORKS WITH A NATIONWIDE NETWORK OF AGENCY PARTNERS TO DISTRIBUTE GOODS, AND BRING HOPE, DIGNITY AND SELF-ESTEEM TO AT-RISK CHILDREN, FAMILIES, AND ADULTS. IN THIS WAY, WE AIM TO BUILD A MORE EQUITABLE WORLD IN WHICH CHILDREN, ADULTS, AND FAMILIES FACING ECONOMIC, MEDICAL, SOCIAL, AND ENVIRONMENTAL CHALLENGES HAVE THE USEFUL ITEMS THAT THEY NEED AND VALUE, IN ORDER TO OVERCOME ADVERSITY AND REACH THEIR FULL POTENTIAL.",NEW YORK,NY
380,INSTITUTE FOR COMMUNITY LIVING INC,"ICL'S MISSION IS TO ASSIST INDIVIDUALS AND FAMILIES AFFECTED BY OR AT RISK OF MENTAL ILLNESS OR DEVELOPMENTAL DISABILITIES WITH INTEGRATED COMPREHENSIVE CARE DESIGNED TO IMPROVE THEIR WELLBEING, RECOVERY AND PARTICIPATION IN COMMUNITY LIVING.",NEW YORK,NY
381,ACTION AGAINST HUNGER - USA,"SEE PART III, LINE 1.",NEW YORK,NY
382,CORNING INCORPORATED LONG TERM DISABILITY,THE EXEMPT PURPOSE OF THE TRUST IS TO PROVIDE LONG TERM DISABILITY BENEFITS TO SALARIED EMPLOYEES AND HEALTH BENEFITS TO ACTIVE EMPLOYEES AND UNION RETIREES OF CORNING INCORPORATED.,PITTSBURGH,PA
383,RAINFOREST ALLIANCE INC,"RA works at the intersection of business, agriculture & forests to improve lives & protect nature by transforming how land is used, production of goods & consumer choices.",NEW YORK,NY
384,ELIZABETH SETON PEDIATRIC CENTER,"PROVIDE A LOVING HOME TO CHILDREN WITH COMPLEX MEDICAL NEEDS THAT INCLUDES WORLD-CLASS MEDICAL, EDUCATIONAL AND REHABILITATIVE SERVICES.",YONKERS,NY
385,PEPSICO EMPLOYEES LONG TERM DISABILITY BENEFIT TRUST,Employee Disability plan,PURCHASE,NY
386,COMMUNITY HEALTH PROJECT INC,"PROVIDES SENSITIVE QUALITY HEALTH CARE TO AND RELATED SERVICES PRIMARILY TO NEW YORK'S LESBIAN, GAY, BISEXUAL AND TRANSGENDER COMMUNITIES IN ALL THEIR DIVERSITY REGARDLESS OF THEIR ABILITY TO PAY.",NEW YORK,NY
387,THE DOE FUND INC,"FOUNDED IN 1985, THE DOE FUND HAS PROVIDED OVER 30,000 INDIVIDUALS WITH THE TOOLS TO BREAK THE DEVASTATING CYCLE OF POVERTY, HOMELESSNESS, AND INCARCERATION. THE ORGANIZATION'S READY, WILLING & ABLE PROGRAM OFFERS PAID WORK, CAREER TRAINING, HOUSING, AND COMPREHENSIVE SUPPORTIVE SERVICES TO FORMERLY HOMELESS AND INCARCERATED MEN IN NEW YORK CITY. GRADUATES OF READY, WILLING & ABLE ARE 62% LESS LIKELY TO REENTER THE CRIMINAL JUSTICE SYSTEM COMPARED TO DEMOGRAPHICALLY-IDENTICAL INDIVIDUALS, AND THE PROGRAM'S WORK WORKS MODEL HAS BEEN REPLICATED IN COMMUNITIES ACROSS THE COUNTRY. THE DOE FUND'S EXPANDING PORTFOLIO OF PERMANENT AFFORDABLE HOUSING GIVES VETERANS, LOW-INCOME INDIVIDUALS AND FAMILIES, PEOPLE STRUGGLING WITH SUBSTANCE ABUSE ISSUES, HIV/AIDS, MENTAL ILLNESS AND PHYSICAL DISABILITIES ACCESS TO STATE-OF-THE-ART, SAFE HOMES WITH ON-SITE SOCIAL SERVICES.",NEW YORK,NY
388,MEDECINS SANS FRONTIERES USA INC,TO ASSIST VICTIMS OF DISASTERS AND CONFLICTS WORLDWIDE.,NEW YORK,NY
389,MJHS HOSPICE AND PALLIATIVE CARE INC,TO PROVIDE HOSPICE SERVICES ON BOTH AN INPATIENT AND OUTPATIENT BASIS,NEW YORK,NY
390,ROBIN HOOD FOUNDATION,ROBIN HOOD SUPPORTS THE MOST EFFECTIVE POVERTY-FIGHTING PROGRAMS IN NYC.,NEW YORK,NY
391,IRI INNOVATIVE RESOURCES FOR INDEPENDEN,"TO CREATE A WORLD WHERE PEOPLE WITH INTELLECTUAL DISABILITIES LIVE MEANINGFUL LIVES, INTEGRATED IN SOCIETY, EMPOWERED BY THEIR ABILITIES.",QUEENS VILLAGE,NY
392,LOCKHEED MARTIN CORP BENEFIT TRUST FOR,THE PRIMARY EXEMPT PURPOSE OF THE WELFARE BENEFIT TRUST IS TO PROVIDE A SOURCE OF FUNDING FOR MEDICAL BENEFIT COVERAGE TO MEMBERS WHO ARE COLLECTIVELY BARGAINED RETIRED EMPLOYEES.,BETHESDA,MD
393,Iona University,IONA UNIVERSITY IS A CATHOLIC UNIVERSITY COMPRISED OF A DIVERSE COMMUNITY OF LEARNERS & SCHOLARS DEDICATED TO ACADEMIC EXCELLENCE IN THE TRADITION OF THE CHRISTIAN BROTHERS.,New Rochelle,NY
394,EGER HEALTH CARE AND REHABILITATION,"THE ORGANIZATION PROVIDES SKILLED NURSING AND OTHER RELATED HEALTHCARE SERVICES TO THE ELDERLY OF STATEN ISLAND, NEW YORK AND ITS SURROUNDING AREA REGARDLESS OF ABILITY TO PAY.",STATEN ISLAND,NY
395,COMUNILIFE INC,TO PROVIDE VULNERABLE COMMUNITIES WITH HOUSING AND CULTURALLY SENSITIVE SUPPORTIVE SERVICES.,NEW YORK,NY
396,PLANNED PARENTHOOD ACTION FUND INC,"TO PROTECT AND EXPAND ACCESS TO SEXUAL AND REPRODUCTIVE HEALTHCARE AND RIGHTS THROUGH EDUCATION, ADVOCACY, AND LIMITED ELECTORAL ACTIVITIES.",NEW YORK,NY
397,Teach for America Inc,"Children growing up in historically marginalized and disenfranchised communities lack access to a broad spectrum of resources and opportunities, and attend schools that are not equipped to meet their unmet needs. To address this, TFA's mission is to find, develop, and support a diverse network of leaders committed to expanding opportunity for children from classrooms, schools, and every sector and field that shapes the broader systems in which schools operate. TFA does this by finding promising leaders; developing and cultivating the leadership skills and mindsets necessary for systems change through classroom teaching; and supporting the individual and collective leadership, relationships, and learning of those in the TFA network throughout their lifetime.",New York,NY
398,LICR FUND INC,"LICR FUND, INC. IS A SUPPORTING ORGANIZATION OF THE LUDWIG INSTITUTE FOR CANCER RESEARCH LTD.",NEW YORK,NY
399,CENTERLIGHT HEALTHCARE INC,"TO MANAGE AND ARRANGE FOR MEDICAL, SOCIAL, AND LONG-TERM SERVICES TO THE ELDERLY.",FLUSHING,NY
400,CONFEDERATION OF NORTH CENTRAL AMERICAN AND,"SUPPORT AND PROMOTE SOCCER IN NORTH AMERICA, CENTRAL AMERICA, AND THE CARIBBEAN, THEREBY PROMOTING THE INTERESTS OF THE SOCCER ASSOCIATIONS & GOVERNING BODIES IN THE REGION.",Miami,FL
401,CARRIER-ILA CONTAINER ROYALTY FUND,SEE SCHEDULE O,LYNDHURST,NJ
402,ROCKEFELLER PHILANTHROPY ADVISORS INC,"RPA ASSISTS INDIVIDUALS, TRUSTS, FOUNDATIONS, & CORPORATIONS IN ACHIEVING THEIR PHILANTHROPIC GOALS.",NEW YORK,NY
403,ISABELLA GERIATRIC CENTER INC,TO PROVIDE QUALITY CARE THROUGH DIVERSE PROGRAMS DESIGNED TO PROMOTE HEALTH AND INDEPENDENCE WITHIN AND BEYOND OUR WALLS.,NEW YORK,NY
404,COMMUNITY HOUSING INNOVATIONS INC,CHI'S MISSION IS TO PROVIDE HOUSING AND HUMAN SERVICES THAT SUPPORT SOCIAL AND ECONOMIC INDEPENDENCE.,WHITE PLAINS,NY
405,REFUAH HEALTH CENTER INC,"OUR MISSION IS TO PROVIDE HIGH-QUALITY, COMPREHENSIVE MEDICAL, DENTAL AND SUPPORTIVE SERVICES TO ALL PATIENTS, REGARDLESS OF THEIR ABILITY TO PAY.",SPRING VALLEY,NY
406,SMILE TRAIN INC,"SMILE TRAIN AIMS TO ENSURE THAT EVERY PERSON HAS ACCESS TO SAFE, QUALITY CLEFT CARE.",NEW YORK,NY
407,The Center for Reproductive Rights Inc,THE CENTER FOR REPRODUCTIVE RIGHTS USES THE POWER OF LAW TO ADVANCE REPRODUCTIVE RIGHTS AS FUNDAMENTAL HUMAN RIGHTS AROUND THE WORLD.,New York,NY
408,CENTER FOR URBAN COMMUNITY SERVICES,"SEE SCHEDULE O, FORM 990, PART I, LINE 1.CUCS' MISSION IS TO END HOMELESSNESS FOR AS MANY PEOPLE AS POSSIBLE AND TO PROVIDE OPPORTUNITIES FOR LOW INCOME INDIVIDUALS AND FAMILIES TO BE PRODUCTIVE MEMBERS OF THE COMMUNITY.",NEW YORK,NY
409,CONCERN WORLDWIDE (US) INC,HELPING PEOPLE THAT LIVE IN EXTREME POVERTY ACHIEVE MAJOR IMPROVEMENTS IN THEIR LIVES,NEW YORK,NY
410,Consolidated Edison of NY Inc Master VEBA,Benefits are paid for medical expenses incurred by plan participants and their eligible dependents.,New York,NY
411,THE BREAST CANCER RESEARCH,PREVENT AND CURE BREAST CANCER BY ADVANCING THE WORLD'S MOST PROMISING RESEARCH.,NEW YORK,NY
412,YEDEI CHESED INC,SERVICES FOR THE DEVELOPMENTALLY DISABLED.,CHESTNUT RIDGE,NY
413,THE NEW YORK GRACIE SQUARE HOSPITAL INC,"OUR MISSION IS TO PROVIDE THE HIGHEST QUALITY, STATE-OF-THE ART MENTAL HEALTH AND CHEMICAL DEPENDENCY TREATMENT IN A WARM, HEALING ENVIRONMENT.",NEW YORK,NY
414,Granite State Electric Co Post Ret Bnft,POST RETIREMENT HEALTH BENEFITS FOR REPRESENTED EMPLOYEES,PITTSBURGH,PA
415,Healthfirst PHSP Inc,IMPROVE THE HEALTH & WELL-BEING OF UNDER- served populations by providing gov't purchased prepaid healthcare coverage to individuals covered under medicaid and other health progs.,NEW YORK,NY
416,WTA TOUR INC,TO PROMOTE THE GROWTH AND RECOGNITION OF WOMEN'S TENNIS WORLDWIDE.,ST PETERSBURG,FL
417,UNITE HERE,TO PROTECT THE RIGHTS OF WORKING PEOPLE THROUGHOUT THE U.S. & CANADA (SEE SCHEDULE O),NEW YORK,NY
418,HOUSING WORKS HEALTH SERVICES III INC,"HEALTH SERVICES TO PERSONS LIVING WITH AIDS, HIV-RELATED ILLNESSES AND CHRONIC DISEASES.",BROOKLYN,NY
